ab;0
aber;0
abermals;0
absichtlich;0
absichtliche;0
absichtlichen;0
absichtlicher;0
absichtliches;0
ach;0
aktuell;0
aktuelle;0
aktuellem;0
aktuellen;0
aktueller;0
aktuelles;0
alle;0
allem;0
allen;1
allenfalls;0
allenthalb;0
allenthalbe;0
allenthalben;0
allenthalber;0
allenthalbes;0
aller;1
allerdings;0
alles;0
allgemein;0
allgemeine;0
allgemeinen;0
allgemeines;0
als;0
alsdann;0
also;0
am;0
an;0
andere;0
anderem;0
anderen;0
anderer;0
andererseits;0
anderes;0
anders;1
ans;0
auch;0
auf;0
aufgrund;0
aus;0
ausschließlich;0
außer;0
äußerst;0
bald;0
baldige;0
baldigen;0
beabsichtige;0
beabsichtigen;0
beabsichtigte;0
beabsichtigten;0
bedeutendsten;0
bei;0
beide;0
beim;0
beinahe;0
beliebig;0
beliebige;0
beliebigem;0
beliebigen;0
beliebiger;0
beliebiges;0
bereits;0
besser;0
bessere;0
besserem;0
besseren;0
besserer;0
besseres;0
beste;0
besten;0
bester;0
bestes;0
bezeichnet;0
bezeichnete;0
bezeichneten;0
bin;0
binnen;0
bis;0
bisher;0
bist;0
bleibe;0
bleiben;0
bleibt;0
da;0
dabei;0
dadurch;0
dafür;0
daher;0
damalige;0
damaligem;0
damaligen;0
damaliger;0
damaliges;0
damals;0
damit;0
danach;0
dann;0
daran;0
daraus;0
darf;0
darüber;0
das;0
dass;0
daß;0
davon;0
davor;0
dazu;0
dein;0
deine;0
deinem;0
deinen;0
deiner;0
deines;0
dem;0
den;0
denen;0
denn;0
der;0
derer;0
derjenige;0
derjenigem;0
derjenigen;0
derweil;0
derzeit;0
derzeitig;0
derzeitige;0
derzeitigem;0
derzeitigen;0
derzeitiger;0
derzeitiges;0
des;0
deshalb;0
dessen;0
dessengleichen;0
deswegen;0
deutlich;0
dich;0
die;1
diejenigen;0
dies;1
diese;0
diesem;0
diesen;0
dieser;0
dieses;0
diesmal;0
dir;0
doch;0
dort;0
dortige;0
dortigem;0
dortigen;0
dortiger;0
du;0
durch;0
durchaus;0
durfte;0
durften;0
durftest;0
dürfe;0
dürfen;0
dürfte;0
dürftest;0
dürftet;0
eben;0
ebenso;0
echt;0
eigene;0
eigenen;0
eigenes;0
eigens;0
eigentlich;0
eigentliche;0
ein;0
eindeutig;0
eindeutige;0
eindeutigem;0
eindeutigen;0
eindeutiger;0
eindeutiges;0
eine;0
einem;0
einen;0
einer;0
einerseits;0
eines;0
einfachste;0
einfachsten;0
einfachster;0
einfachstes;0
einige;0
einigem;0
einigen;0
einiger;0
einiges;0
einmalig;0
einmalige;0
einmaligen;0
einmaliger;0
einmaliges;0
einzelnen;0
einzig;0
einzige;0
einzigem;0
einzigen;0
einziger;0
entgegen;0
entweder;0
er;0
erkannt;0
erkannte;0
erkannten;0
erkenne;0
erkennen;0
erkennt;0
ermögliche;0
ermöglichen;0
ermöglichst;0
ermöglicht;0
ermöglichte;0
ermöglichten;0
ermöglichtest;0
ermöglichtet;0
erneut;0
erneute;0
erneutem;0
erneuten;0
erneuter;0
erneutes;0
ernsthaft;0
ernsthafte;0
ernsthaften;0
ernsthafter;0
ernsthaftes;0
erst;0
erste;0
erster;0
erstere;0
ersteren;0
ersterer;0
ersteres;0
erstes;0
erstmalig;0
erstmaligen;0
erstmaliges;0
erstmals;0
es;0
etliche;0
etwa;0
etwas;0
euch;0
euer;0
eure;0
eurem;0
euren;0
eures;0
extrem;0
extreme;0
extremen;0
extremer;0
extremes;0
falls;0
fand;0
fanden;0
fandet;0
fast;0
fände;0
fänden;0
finde;0
finden;0
findet;0
für;0
gab;0
ganz;0
ganze;0
ganzen;0
ganzer;0
geeignet;0
geeignete;0
geeignetem;0
geeigneten;0
geeigneter;0
geeignetes;0
gegen;0
gegenüber;0
gegenwärtig;0
gegenwärtige;0
gegenwärtigen;0
gegenwärtiges;0
geglaubt;0
geht;0
gelegentlich;0
gemacht;0
gemeinsam;0
gemeinsame;0
gemeinsamen;0
gemeinsamer;0
gemeinsames;0
genau;0
genaustens;0
gering;0
geringfügig;0
gern;0
gerne;0
gesagt;0
gewesen;0
geworden;0
gibt;0
ginge;0
glaube;0
glauben;0
glaubst;0
glaubt;0
glaubte;0
glaubwürdig;0
glaubwürdige;0
glaubwürdigen;0
glaubwürdiger;0
glaubwürdiges;0
groß;0
große;0
großen;0
großer;0
großes;0
größer;0
grundlegend;0
grundlegende;0
grundlegendem;0
grundlegender;0
grundlegendes;0
gut;1
gute;0
gutem;0
guten;0
guter;0
gutes;0
habe;0
haben;0
habt;0
halt;0
halte;0
hast;0
hat;0
hatte;0
hatten;0
hattest;0
hattet;0
hält;0
hätte;0
hätten;0
hättest;0
hättet;0
häufig;0
heißt;0
hielt;0
hielte;0
hielten;0
hieltest;0
hier;0
hierdurch;0
hierfür;0
hiermit;0
hochgradig;0
höchst;0
höchstens;0
ich;0
ihm;0
ihn;0
ihnen;0
ihr;0
ihre;0
ihrem;0
ihren;0
ihrer;0
ihres;0
im;0
immer;0
immerhin;0
in;0
indem;0
individuell;0
innerhalb;0
ins;0
insbesondere;0
insgesamt;0
inwendig;0
irgendwann;0
irgendwer;0
irgendwie;0
irgendwo;0
ist;0
je;0
jede;0
jedem;0
jeden;0
jeder;0
jederzeit;0
jedes;0
jedoch;0
jegliche;0
jeglichem;0
jeglichen;0
jeglicher;0
jegliches;0
jemals;0
jemand;0
jemandem;0
jene;0
jenem;0
jener;0
jenes;0
jetzige;0
jetzigem;0
jetzigen;0
jetziger;0
jetziges;0
jetzt;0
jeweils;0
just;0
kann;0
kannst;0
kannte;0
kannten;0
kanntest;0
kaum;0
kein;0
keine;0
keinem;0
keinen;0
keiner;0
keinerlei;0
keines;0
keineswegs;0
keins;0
kenne;0
kennen;0
kennst;0
kennt;0
klein;1
kleine;0
kleinen;0
kleiner;0
kleines;0
konnte;0
konntet;0
könne;0
können;0
könnte;0
könnten;0
könntest;0
könntet;0
kürzlich;0
kürzliche;0
kürzlichen;0
kürzlicher;0
kürzliches;0
kürzlichst;0
lang;1
lasse;1
lassen;0
lässt;0
lediglich;0
letztere;0
letzteren;0
letzterer;0
letzteres;0
letztlich;0
lieber;0
liebsten;0
ließ;0
ließe;0
ließen;0
ließt;0
machen;0
machst;0
macht;0
machten;0
mag;0
magst;0
mal;0
man;0
manchmal;0
mehr;0
mehrere;0
mehrfach;0
mehrmals;0
mein;0
meine;0
meinem;0
meinen;0
meiner;0
meines;0
meins;0
meist;0
meisten;0
meistens;0
merklich;0
mich;0
mindestens;0
mir;0
mit;0
mitteilen;0
mochte;0
mochten;0
mochtest;0
mochtet;0
möchte;0
möchtest;0
mögen;0
möglich;0
mögliche;0
möglicherweise;0
möglichst;0
mögt;0
muss;0
musste;0
mussten;0
musstest;0
musstet;0
mußte;0
mutmaßlich;0
mutmaßliche;0
mutmaßlichem;0
mutmaßlichen;0
mutmaßlicher;0
müsse;0
müssen;0
müsste;0
müssten;0
müsstest;0
müsstet;0
nach;0
nachdem;0
nahezu;0
naturgemäß;0
nehmen;0
neu;0
neue;0
neuen;0
neuer;1
neuerdings;0
neues;0
nicht;0
nichts;0
nie;0
niemals;0
niemand;0
niemandem;0
niemanden;0
nirgendwo;0
noch;0
nochmal;0
nochmaligem;0
notwendig;0
notwendige;0
notwendigem;0
notwendigen;0
notwendiger;0
notwendiges;0
nötig;0
nötige;0
nötigen;0
nötiger;0
nötiges;0
nun;0
nur;0
ob;0
obgleich;0
obschon;0
obwohl;0
oder;1
offenbar;0
oft;0
oh;0
öfter;0
öfters;0
plötzlich;0
recht;1
regelmäßig;0
richtig;0
sage;1
sagen;1
sagt;0
sagte;0
sagten;0
sagtet;0
scheint;0
schlechte;0
schnell;0
schnellen;0
schon;0
schwierieges;0
schwierig;0
schwierige;0
schwierigem;0
schwierigen;0
schwieriger;0
schwierigste;0
schwierigsten;0
schwierigster;0
schwierigstes;0
sehr;0
sei;1
seien;0
sein;0
seine;1
seinem;0
seinen;0
seiner;0
seines;0
seit;0
seitdem;0
selbst;0
selten;0
sich;0
sicherlich;0
sie;0
sind;0
so;0
sofern;0
sogar;0
solch;0
solche;0
solchen;0
soll;0
sollen;0
sollte;0
sollten;0
sondern;0
sonst;0
sonstige;0
sonstigem;0
sonstigen;0
sonstiger;0
sowas;0
sowie;0
später;0
statt;0
teils;0
teilte;0
teilten;0
teilweise;0
teilweisen;0
teilweiser;0
teilweises;0
traten;0
trotz;0
trotzdem;0
um;0
unabhängig;0
unabhängige;0
unabhängigem;0
unabhängigen;0
unabhängiger;0
unabhängiges;0
und;0
uns;0
unser;0
unsere;0
unserem;0
unseren;0
unter;0
untereinander;0
unterschiedlich;0
unterschiedliche;0
unterschiedlichem;0
unterschiedlichen;0
unterschiedlicher;0
unterschiedliches;0
unzählig;0
unzählige;0
unzähligen;0
über;0
übermäßig;0
übermäßige;0
übermäßigen;0
übermäßiger;0
übermäßiges;0
übrig;0
übrige;0
übrigen;0
übrigens;0
übriger;0
übriges;0
vermute;0
vermuten;0
vermutest;0
vermutet;0
vermutete;0
vermuteten;0
vermutetest;0
verschiedenen;0
verschwindend;0
verweise;0
verweisen;0
verwies;0
verwiesen;0
viel;0
viele;0
vielen;0
vieler;0
vieles;0
vielleicht;0
vielmals;0
vielmehr;0
vom;0
von;0
vor;0
voraus;0
vorausgesetzt;0
wann;0
war;0
waren;0
warst;0
wart;0
warum;0
was;0
während;0
währenddessen;0
wär;0
wäre;0
wären;0
wärt;0
wegen;1
weil;1
weiter;0
weitere;0
weiterem;0
weiteren;0
weiterer;0
weiteres;0
weiterhin;0
welch;0
welche;0
welchem;0
welchen;0
welcher;0
welches;0
wem;0
wenig;0
wenige;0
wenigen;0
weniger;0
weniges;0
wenigstens;0
wenn;0
wer;0
werde;0
werden;0
werdet;0
weshalb;0
wessen;0
weswegen;0
wichtigs­ten;0
wie;0
wieder;0
wieso;0
will;0
willst;0
wir;0
wird;0
wirklich;0
wo;0
wodurch;0
wofür;0
wohl;0
wollen;0
wollt;0
wollte;0
wollten;0
wolltet;0
worden;0
wurde;0
wurden;0
wusste;0
wussten;0
wusstet;0
würde;1
würden;0
würdest;0
würdet;0
wüsste;0
wüssten;0
wüsstet;0
zahllos;0
zahllose;0
zahllosen;0
zahlloser;0
zahlreich;0
zahlreiche;0
zahlreichen;0
zahlreicher;0
ziemlich;0
zu;0
zudem;0
zufolge;0
zugleich;0
zum;0
zumindest;0
zunächst;0
zur;0
zurecht;0
zusammen;0
zusätzlich;0
zusätzliche;0
zusätzlichem;0
zusätzlichen;0
zusätzlicher;0
zusätzliches;0
zutiefst;0
zuvor;0
zwar;0
zweifelhaft;0
zweifelhafte;0
zweifelhaften;0
zweifelhafter;0
zweifelhaftes;0
zwingend;0
zwingende;0
zwischen;0
